@noun|Family and relationships
telefoonnummer|telephone number|Mag ik je telefoonnummer?|May I have your telephone number?|het|telefoonnummers
e-mailadres|email address|Controleer uw e-mailadres.|Check your email address.|het|e-mailadressen
bericht|message|Ik stuur je straks een bericht.|I will send you a message later.|het|berichten
gesprek|conversation|Het gesprek duurde tien minuten.|The conversation lasted ten minutes.|het|gesprekken
bezoek|visit|Bedankt voor je bezoek.|Thank you for your visit.|het|bezoeken
uitnodiging|invitation|Ik heb een uitnodiging voor het feest.|I have an invitation to the party.|de|uitnodigingen
groet|greeting|Doe je ouders de groeten.|Give my regards to your parents.|de|groeten
afzender|sender|De naam van de afzender staat achterop.|The sender's name is on the back.|de|afzenders
ontvanger|recipient|De ontvanger moet voor het pakket tekenen.|The recipient must sign for the parcel.|de|ontvangers
@noun|Housing
woning|dwelling / home|We zoeken een betaalbare woning.|We are looking for an affordable home.|de|woningen
appartement|apartment|Hun appartement heeft een balkon.|Their apartment has a balcony.|het|appartementen
flat|flat / apartment building|Zij woont op de derde verdieping van een flat.|She lives on the third floor of an apartment building.|de|flats
huur|rent|De huur betalen we elke maand.|We pay the rent every month.|de|
huurder|tenant|De huurder krijgt twee sleutels.|The tenant gets two keys.|de|huurders
verhuurder|landlord|Bel de verhuurder over de verwarming.|Call the landlord about the heating.|de|verhuurders
huurcontract|tenancy agreement|Lees het huurcontract voor je tekent.|Read the tenancy agreement before signing.|het|huurcontracten
borg|deposit (security)|Je krijgt de borg later terug.|You get the deposit back later.|de|borgen
verdieping|floor / storey|Wij wonen op de tweede verdieping.|We live on the second floor.|de|verdiepingen
begane grond|ground floor|De keuken is op de begane grond.|The kitchen is on the ground floor.|de|
balkon|balcony|We ontbijten op het balkon.|We have breakfast on the balcony.|het|balkons
dak|roof|Er ligt sneeuw op het dak.|There is snow on the roof.|het|daken
plafond|ceiling|De lamp hangt aan het plafond.|The light hangs from the ceiling.|het|plafonds
gang|hallway|Laat je schoenen in de gang.|Leave your shoes in the hallway.|de|gangen
ingang|entrance|De ingang is aan de zijkant.|The entrance is at the side.|de|ingangen
uitgang|exit|Volg de borden naar de uitgang.|Follow the signs to the exit.|de|uitgangen
lift|lift / elevator|De lift gaat naar boven.|The lift is going up.|de|liften
kelder|cellar|De fietsen staan in de kelder.|The bicycles are in the cellar.|de|kelders
zolder|attic|Onze koffers liggen op zolder.|Our suitcases are in the attic.|de|zolders
garage|garage|De auto staat in de garage.|The car is in the garage.|de|garages
@noun|Furniture and equipment
woonkamer|living room|We kijken televisie in de woonkamer.|We watch television in the living room.|de|woonkamers
slaapkamer|bedroom|De slaapkamer ligt aan de achterkant.|The bedroom is at the back.|de|slaapkamers
bureau|desk|Mijn computer staat op het bureau.|My computer is on the desk.|het|bureaus
boekenkast|bookcase|De boekenkast staat naast het raam.|The bookcase is next to the window.|de|boekenkasten
spiegel|mirror|Boven de wastafel hangt een spiegel.|There is a mirror above the washbasin.|de|spiegels
gordijn|curtain|Doe het gordijn dicht.|Close the curtain.|het|gordijnen
tapijt|carpet|Het tapijt voelt zacht aan.|The carpet feels soft.|het|tapijten
kussen|pillow / cushion|Ik slaap met twee kussens.|I sleep with two pillows.|het|kussens
deken|blanket|Pak een deken als je het koud hebt.|Get a blanket if you are cold.|de|dekens
laken|bed sheet|Ik leg een schoon laken op bed.|I put a clean sheet on the bed.|het|lakens
matras|mattress|Deze matras is te hard.|This mattress is too hard.|het|matrassen
verwarming|heating|De verwarming staat aan.|The heating is on.|de|verwarmingen
koelkast|fridge|Zet de yoghurt in de koelkast.|Put the yoghurt in the fridge.|de|koelkasten
vriezer|freezer|Het ijs ligt in de vriezer.|The ice cream is in the freezer.|de|vriezers
oven|oven|De taart staat in de oven.|The cake is in the oven.|de|ovens
magnetron|microwave|Warm de soep op in de magnetron.|Heat the soup in the microwave.|de|magnetrons
vaatwasser|dishwasher|De vaatwasser is bijna vol.|The dishwasher is almost full.|de|vaatwassers
wasmachine|washing machine|De wasmachine maakt veel geluid.|The washing machine makes a lot of noise.|de|wasmachines
stofzuiger|vacuum cleaner|Waar staat de stofzuiger?|Where is the vacuum cleaner?|de|stofzuigers
televisie|television|De televisie staat te hard.|The television is too loud.|de|televisies
@noun|Household tasks
afwas|washing-up|Ik doe na het eten de afwas.|I do the washing-up after dinner.|de|
was|laundry|De was hangt buiten te drogen.|The laundry is drying outside.|de|
afval|waste / rubbish|Sorteer je afval in de juiste bak.|Sort your rubbish into the right bin.|het|
vuilnisbak|rubbish bin|De vuilnisbak staat buiten.|The rubbish bin is outside.|de|vuilnisbakken
emmer|bucket|Vul de emmer met warm water.|Fill the bucket with warm water.|de|emmers
bezem|broom|Ik veeg de vloer met een bezem.|I sweep the floor with a broom.|de|bezems
doek|cloth|Maak de tafel schoon met een doek.|Clean the table with a cloth.|de|doeken
spons|sponge|Deze spons is voor de afwas.|This sponge is for the washing-up.|de|sponzen
wasmiddel|laundry detergent|Doe wat wasmiddel in de machine.|Put some detergent in the machine.|het|wasmiddelen
afwasmiddel|washing-up liquid|We hebben nieuw afwasmiddel nodig.|We need more washing-up liquid.|het|afwasmiddelen
stekker|plug|Trek de stekker uit het stopcontact.|Pull the plug out of the socket.|de|stekkers
stopcontact|power socket|Er zit een stopcontact naast het bed.|There is a power socket beside the bed.|het|stopcontacten
kabel|cable|Deze kabel is te kort.|This cable is too short.|de|kabels
batterij|battery|De batterij van de klok is leeg.|The clock's battery is flat.|de|batterijen
kraan|tap|Draai de kraan dicht.|Turn off the tap.|de|kranen
gootsteen|kitchen sink|De vuile kopjes staan in de gootsteen.|The dirty cups are in the sink.|de|gootstenen
wastafel|washbasin|Ik was mijn gezicht bij de wastafel.|I wash my face at the washbasin.|de|wastafels
douche|shower|De douche geeft alleen koud water.|The shower only has cold water.|de|douches
bad|bath|Het kind zit in bad.|The child is in the bath.|het|baden
reparatie|repair|De reparatie kost vijftig euro.|The repair costs fifty euros.|de|reparaties
@noun|Fruit and vegetables
aardbei|strawberry|Deze aardbei smaakt zoet.|This strawberry tastes sweet.|de|aardbeien
druif|grape|Er ligt een druif op de grond.|There is a grape on the ground.|de|druiven
citroen|lemon|Doe wat citroen in de thee.|Put some lemon in the tea.|de|citroenen
mandarijn|mandarin|Ik neem een mandarijn mee.|I am taking a mandarin with me.|de|mandarijnen
perzik|peach|Deze perzik is nog hard.|This peach is still hard.|de|perziken
pruim|plum|Er groeien pruimen in onze tuin.|Plums grow in our garden.|de|pruimen
kers|cherry|De kers heeft een pit.|The cherry has a stone.|de|kersen
meloen|melon|Snijd de meloen in stukken.|Cut the melon into pieces.|de|meloenen
ananas|pineapple|Ik koop een verse ananas.|I am buying a fresh pineapple.|de|ananassen
kiwi|kiwi fruit|Bij het ontbijt eet ik een kiwi.|I eat a kiwi at breakfast.|de|kiwi's
komkommer|cucumber|De komkommer ligt in de koelkast.|The cucumber is in the fridge.|de|komkommers
wortel|carrot|Rasp een wortel voor de salade.|Grate a carrot for the salad.|de|wortels
paprika|sweet pepper|We gebruiken een rode paprika.|We are using a red pepper.|de|paprika's
sla|lettuce|Er zit sla op mijn broodje.|There is lettuce in my sandwich.|de|
spinazie|spinach|We eten spinazie met aardappelen.|We are having spinach with potatoes.|de|
broccoli|broccoli|Kook de broccoli niet te lang.|Do not boil the broccoli too long.|de|
bloemkool|cauliflower|Deze bloemkool is groot genoeg.|This cauliflower is big enough.|de|bloemkolen
courgette|courgette|Snijd de courgette in plakjes.|Cut the courgette into slices.|de|courgettes
paddenstoel|mushroom|Niet elke paddenstoel is eetbaar.|Not every mushroom is edible.|de|paddenstoelen
knoflook|garlic|In de saus zit knoflook.|The sauce contains garlic.|de|
@noun|Groceries
yoghurt|yoghurt|Ik eet yoghurt met fruit.|I eat yoghurt with fruit.|de|
room|cream|Doe een beetje room bij de soep.|Add a little cream to the soup.|de|
kwark|quark / soft curd cheese|Deze kwark is zonder suiker.|This quark has no added sugar.|de|
jam|jam|Er zit jam op mijn brood.|There is jam on my bread.|de|jams
honing|honey|Ik doe honing in mijn thee.|I put honey in my tea.|de|
olie|oil|Verwarm de olie in de pan.|Heat the oil in the pan.|de|oliën
azijn|vinegar|Meng olie en azijn voor de salade.|Mix oil and vinegar for the salad.|de|
peper|pepper (seasoning)|Wil je nog wat peper?|Would you like some more pepper?|de|
kruid|herb|Dit kruid ruikt naar citroen.|This herb smells of lemon.|het|kruiden
saus|sauce|Wil je saus bij de pasta?|Would you like sauce with the pasta?|de|sauzen
pasta|pasta|De pasta kookt acht minuten.|The pasta cooks for eight minutes.|de|
noedel|noodle|Er zitten noedels in de soep.|There are noodles in the soup.|de|noedels
boon|bean|We eten bonen met rijst.|We are having beans with rice.|de|bonen
erwt|pea|De kinderen vinden erwten lekker.|The children like peas.|de|erwten
noot|nut|Deze koek bevat noten.|This biscuit contains nuts.|de|noten
pinda|peanut|Ik ben allergisch voor pinda's.|I am allergic to peanuts.|de|pinda's
chocolade|chocolate|Een stukje chocolade is genoeg.|One piece of chocolate is enough.|de|
koek|biscuit / cake|Wil je een koek bij de koffie?|Would you like a biscuit with your coffee?|de|koeken
taart|cake / pie|We bakken een taart voor oma.|We are baking a cake for Grandma.|de|taarten
ijs|ice / ice cream|Na het eten nemen we ijs.|We are having ice cream after dinner.|het|
@noun|Cooking and eating out
recept|recipe|Dit recept is voor vier personen.|This recipe serves four people.|het|recepten
ingrediënt|ingredient|Er ontbreekt één ingrediënt.|One ingredient is missing.|het|ingrediënten
ontbijtkoek|spiced breakfast cake|Ik eet een plak ontbijtkoek.|I am eating a slice of spiced breakfast cake.|de|ontbijtkoeken
boterham|slice of bread / sandwich|Ik neem een boterham met kaas.|I am having a cheese sandwich.|de|boterhammen
broodje|bread roll / filled roll|Mag ik een broodje gezond?|May I have a salad and cheese roll?|het|broodjes
salade|salad|Bij de vis eten we salade.|We have salad with the fish.|de|salades
pannenkoek|pancake|Deze pannenkoek is met appel.|This pancake has apple in it.|de|pannenkoeken
pizza|pizza|We delen een grote pizza.|We are sharing a large pizza.|de|pizza's
kip|chicken|De kip moet nog even bakken.|The chicken needs to cook a little longer.|de|kippen
worst|sausage|De worst ligt op de barbecue.|The sausage is on the barbecue.|de|worsten
ham|ham|Wil je ham of kaas?|Would you like ham or cheese?|de|hammen
portie|portion|Eén portie is genoeg voor mij.|One portion is enough for me.|de|porties
stuk|piece|Mag ik een stuk taart?|May I have a piece of cake?|het|stukken
plak|slice|Ik eet een plak kaas.|I am eating a slice of cheese.|de|plakken
menukaart|menu|Mag ik de menukaart zien?|May I see the menu?|de|menukaarten
voorgerecht|starter|Als voorgerecht neem ik soep.|I will have soup as a starter.|het|voorgerechten
hoofdgerecht|main course|Het hoofdgerecht komt zo.|The main course will be here soon.|het|hoofdgerechten
nagerecht|dessert|Wil je nog een nagerecht?|Would you like dessert?|het|nagerechten
rekening|bill / account|Mogen we de rekening?|May we have the bill?|de|rekeningen
fooi|tip (money)|We geven de ober een fooi.|We give the waiter a tip.|de|fooien
@noun|Shops and payments
bakker|baker|De bakker opent om zeven uur.|The baker opens at seven.|de|bakkers
slager|butcher|Bij de slager koop ik kip.|I buy chicken at the butcher's.|de|slagers
drogist|chemist / drugstore|De drogist verkoopt shampoo.|The drugstore sells shampoo.|de|drogisten
warenhuis|department store|Dit warenhuis heeft vijf verdiepingen.|This department store has five floors.|het|warenhuizen
winkelcentrum|shopping centre|Het winkelcentrum is op zondag open.|The shopping centre is open on Sunday.|het|winkelcentra
klant|customer|De klant betaalt met een kaart.|The customer pays by card.|de|klanten
verkoper|salesperson|Vraag de verkoper om advies.|Ask the salesperson for advice.|de|verkopers
kassa|checkout / till|Er staat een rij bij de kassa.|There is a queue at the checkout.|de|kassa's
bon|receipt|Bewaar de bon van je aankoop.|Keep the receipt for your purchase.|de|bonnen
korting|discount|Vandaag krijgt u tien procent korting.|Today you get a ten percent discount.|de|kortingen
aanbieding|special offer|Deze kaas is in de aanbieding.|This cheese is on special offer.|de|aanbiedingen
verpakking|packaging|De verpakking mag bij het plastic.|The packaging goes with the plastic waste.|de|verpakkingen
doos|box|De schoenen zitten in een doos.|The shoes are in a box.|de|dozen
zak|bag / sack|Ik koop een zak aardappelen.|I am buying a bag of potatoes.|de|zakken
mand|basket|Leg het fruit in de mand.|Put the fruit in the basket.|de|manden
winkelwagen|shopping trolley|De winkelwagen staat bij de ingang.|The shopping trolley is by the entrance.|de|winkelwagens
pinpas|debit card|Mag ik met mijn pinpas betalen?|May I pay with my debit card?|de|pinpassen
contant geld|cash|Ik heb geen contant geld bij me.|I have no cash with me.|het|
wisselgeld|change (money)|Hier is uw wisselgeld.|Here is your change.|het|
bedrag|amount (money)|Controleer het bedrag op het scherm.|Check the amount on the screen.|het|bedragen
@noun|Clothes and appearance
overhemd|button-up shirt|Hij draagt een overhemd naar kantoor.|He wears a shirt to the office.|het|overhemden
vest|cardigan|Trek een vest aan als je het koud hebt.|Put on a cardigan if you are cold.|het|vesten
blouse|blouse|Deze blouse past goed.|This blouse fits well.|de|blouses
pak|suit|Hij draagt een pak op de bruiloft.|He wears a suit to the wedding.|het|pakken
spijkerbroek|jeans|Mijn spijkerbroek is versleten.|My jeans are worn out.|de|spijkerbroeken
onderbroek|underpants|Ik pak een schone onderbroek.|I get a clean pair of underpants.|de|onderbroeken
pyjama|pyjamas|Het kind trekt zijn pyjama aan.|The child puts on his pyjamas.|de|pyjama's
zwembroek|swimming trunks|Vergeet je zwembroek niet.|Do not forget your swimming trunks.|de|zwembroeken
badpak|swimsuit|Zij koopt een nieuw badpak.|She buys a new swimsuit.|het|badpakken
laars|boot|Mijn laars zit onder de modder.|My boot is covered in mud.|de|laarzen
sandaal|sandal|Deze sandaal zit te strak.|This sandal is too tight.|de|sandalen
handschoen|glove|Ik ben een handschoen kwijt.|I have lost a glove.|de|handschoenen
sjaal|scarf|Deze sjaal houdt me warm.|This scarf keeps me warm.|de|sjaals
muts|beanie / woolly hat|Zet je muts op.|Put your hat on.|de|mutsen
pet|cap|Hij draagt een pet tegen de zon.|He wears a cap to protect him from the sun.|de|petten
riem|belt|Mijn riem is te lang.|My belt is too long.|de|riemen
maat|size (clothes)|Hebt u deze jas in mijn maat?|Do you have this coat in my size?|de|maten
katoen|cotton|Dit shirt is van katoen.|This shirt is made of cotton.|het|
wol|wool|De trui is van zachte wol.|The jumper is made of soft wool.|de|
leer|leather|Deze tas is van leer.|This bag is made of leather.|het|
@noun|Body and care
lichaam|body|Bewegen is goed voor je lichaam.|Exercise is good for your body.|het|lichamen
gezicht|face|Was je gezicht met lauw water.|Wash your face with lukewarm water.|het|gezichten
haar|hair|Mijn haar is nog nat.|My hair is still wet.|het|haren
huid|skin|Deze crème is voor droge huid.|This cream is for dry skin.|de|huiden
hals|neck (front)|De sjaal zit om mijn hals.|The scarf is around my neck.|de|halzen
nek|neck (back)|Mijn nek is stijf.|My neck is stiff.|de|nekken
schouder|shoulder|Mijn tas hangt aan mijn schouder.|My bag hangs from my shoulder.|de|schouders
elleboog|elbow|Ik stoot mijn elleboog tegen de deur.|I bump my elbow against the door.|de|ellebogen
pols|wrist|Het horloge zit om mijn pols.|The watch is on my wrist.|de|polsen
vinger|finger|Er zit een ring om haar vinger.|There is a ring on her finger.|de|vingers
duim|thumb|Hij steekt zijn duim omhoog.|He gives a thumbs-up.|de|duimen
nagel|nail (finger or toe)|Mijn nagel is gebroken.|My nail has broken.|de|nagels
knie|knee|Mijn knie doet pijn bij het lopen.|My knee hurts when I walk.|de|knieën
enkel|ankle|Ik heb mijn enkel bezeerd.|I have hurt my ankle.|de|enkels
teen|toe|Ik stoot mijn teen tegen het bed.|I stub my toe against the bed.|de|tenen
hart|heart|Mijn hart klopt snel.|My heart is beating fast.|het|harten
maag|stomach|Mijn maag is van streek.|My stomach is upset.|de|magen
keel|throat|Mijn keel doet pijn.|My throat hurts.|de|kelen
tandenborstel|toothbrush|Pak je tandenborstel en tandpasta.|Get your toothbrush and toothpaste.|de|tandenborstels
tandpasta|toothpaste|De tandpasta is bijna op.|The toothpaste has nearly run out.|de|
@noun|Health and appointments
huisarts|general practitioner|Ik maak een afspraak bij de huisarts.|I am making an appointment with the GP.|de|huisartsen
tandarts|dentist|Ik ga morgen naar de tandarts.|I am going to the dentist tomorrow.|de|tandartsen
verpleegkundige|nurse|De verpleegkundige stelt me een vraag.|The nurse asks me a question.|de|verpleegkundigen
patiënt|patient|De patiënt wacht op de dokter.|The patient waits for the doctor.|de|patiënten
wachtkamer|waiting room|Neem plaats in de wachtkamer.|Take a seat in the waiting room.|de|wachtkamers
spreekuur|consultation hours|Het spreekuur begint om acht uur.|Consultation hours start at eight.|het|spreekuren
medicijn|medicine|Ik haal mijn medicijn bij de apotheek.|I collect my medicine from the pharmacy.|het|medicijnen
tablet|tablet (medicine)|Op het doosje staat hoeveel tabletten nodig zijn.|The box states how many tablets are needed.|de|tabletten
pleister|plaster / bandage strip|Ik plak een pleister op mijn vinger.|I put a plaster on my finger.|de|pleisters
wond|wound|De wond is klein.|The wound is small.|de|wonden
koorts|fever|Het kind heeft koorts.|The child has a fever.|de|
griep|flu|Mijn collega is thuis met griep.|My colleague is at home with flu.|de|
verkoudheid|cold (illness)|Door mijn verkoudheid ruik ik weinig.|Because of my cold I cannot smell much.|de|verkoudheden
hoofdpijn|headache|Van dat lawaai krijg ik hoofdpijn.|That noise gives me a headache.|de|
buikpijn|stomach ache|Zij heeft sinds gisteren buikpijn.|She has had a stomach ache since yesterday.|de|
allergie|allergy|Hebt u een allergie?|Do you have an allergy?|de|allergieën
ongeluk|accident|Er is een ongeluk op de weg.|There is an accident on the road.|het|ongelukken
ambulance|ambulance|De ambulance staat voor het ziekenhuis.|The ambulance is outside the hospital.|de|ambulances
hulp|help|Bedankt voor je hulp bij het verhuizen.|Thank you for helping with the move.|de|
zorg|care|Mijn oma heeft extra zorg nodig.|My grandma needs extra care.|de|zorgen
@noun|Jobs and workplaces
beroep|occupation|Wat is uw beroep?|What is your occupation?|het|beroepen
bedrijf|company|Dit bedrijf maakt meubels.|This company makes furniture.|het|bedrijven
werkgever|employer|Mijn werkgever betaalt mijn reiskosten.|My employer pays my travel expenses.|de|werkgevers
werknemer|employee|Elke werknemer krijgt een sleutel.|Every employee gets a key.|de|werknemers
baas|boss|Mijn baas is vandaag afwezig.|My boss is absent today.|de|bazen
manager|manager|De manager leidt het team.|The manager leads the team.|de|managers
team|team|Ons team werkt goed samen.|Our team works well together.|het|teams
afdeling|department|Ik werk op een andere afdeling.|I work in a different department.|de|afdelingen
fabriek|factory|De fabriek staat buiten de stad.|The factory is outside the city.|de|fabrieken
magazijn|warehouse / storeroom|De dozen staan in het magazijn.|The boxes are in the warehouse.|het|magazijnen
werkplaats|workshop|De monteur werkt in de werkplaats.|The mechanic works in the workshop.|de|werkplaatsen
bouwplaats|building site|Op de bouwplaats draag je een helm.|You wear a helmet on the building site.|de|bouwplaatsen
boerderij|farm|Mijn oom heeft een boerderij.|My uncle has a farm.|de|boerderijen
kok|cook / chef|De kok maakt verse soep.|The cook makes fresh soup.|de|koks
ober|waiter|De ober brengt de menukaart.|The waiter brings the menu.|de|obers
chauffeur|driver|De chauffeur stopt bij elke halte.|The driver stops at every stop.|de|chauffeurs
monteur|mechanic|De monteur repareert mijn fiets.|The mechanic repairs my bicycle.|de|monteurs
kapper|hairdresser|Ik ga vrijdag naar de kapper.|I am going to the hairdresser on Friday.|de|kappers
schoonmaker|cleaner|De schoonmaker begint vroeg.|The cleaner starts early.|de|schoonmakers
bezorger|delivery person|De bezorger brengt een pakket.|The delivery person brings a parcel.|de|bezorgers
@noun|Working life
vacature|job vacancy|Ik heb een leuke vacature gevonden.|I have found an interesting job vacancy.|de|vacatures
sollicitatie|job application|Mijn sollicitatie is verstuurd.|My job application has been sent.|de|sollicitaties
sollicitatiegesprek|job interview|Mijn sollicitatiegesprek is morgen.|My job interview is tomorrow.|het|sollicitatiegesprekken
ervaring|experience|Ik heb ervaring in een winkel.|I have experience working in a shop.|de|ervaringen
opleiding|training / course of study|Welke opleiding heb je gevolgd?|What course of study did you take?|de|opleidingen
contract|contract|Mijn contract loopt tot december.|My contract runs until December.|het|contracten
salaris|salary|Ik krijg mijn salaris aan het einde van de maand.|I receive my salary at the end of the month.|het|salarissen
loon|pay / wages|Het loon wordt elke week betaald.|The wages are paid every week.|het|lonen
werkdag|working day|Mijn werkdag begint om acht uur.|My working day starts at eight.|de|werkdagen
werktijd|working hours|Tijdens werktijd gebruik ik mijn telefoon niet.|I do not use my phone during working hours.|de|werktijden
dienst|shift|Mijn dienst begint vanavond.|My shift starts this evening.|de|diensten
pauze|break|Na twee uur nemen we pauze.|After two hours we take a break.|de|pauzes
vergadering|meeting|De vergadering duurt een uur.|The meeting lasts an hour.|de|vergaderingen
taak|task|Dit is mijn laatste taak vandaag.|This is my last task today.|de|taken
opdracht|assignment|Ik begrijp de opdracht niet.|I do not understand the assignment.|de|opdrachten
planning|schedule / planning|De planning hangt aan de muur.|The schedule is on the wall.|de|planningen
rooster|timetable / rota|Mijn naam staat op het rooster.|My name is on the rota.|het|roosters
verlof|leave (from work)|Ik vraag twee dagen verlof aan.|I am requesting two days of leave.|het|
pensioen|pension / retirement|Mijn vader gaat volgend jaar met pensioen.|My father retires next year.|het|pensioenen
vrijwilliger|volunteer|Ik werk als vrijwilliger in de bibliotheek.|I work as a volunteer in the library.|de|vrijwilligers
@noun|Education
cursus|course|Deze cursus duurt drie maanden.|This course lasts three months.|de|cursussen
klas|class (school)|Er zitten twintig leerlingen in de klas.|There are twenty pupils in the class.|de|klassen
lokaal|classroom|Onze les is in lokaal tien.|Our lesson is in classroom ten.|het|lokalen
leerling|pupil|Elke leerling krijgt een boek.|Every pupil receives a book.|de|leerlingen
docent|teacher / instructor|De docent beantwoordt mijn vraag.|The teacher answers my question.|de|docenten
klasgenoot|classmate|Ik oefen met een klasgenoot.|I practise with a classmate.|de|klasgenoten
schoolplein|school playground|De kinderen spelen op het schoolplein.|The children play in the school playground.|het|schoolpleinen
basisschool|primary school|Mijn dochter gaat naar de basisschool.|My daughter goes to primary school.|de|basisscholen
middelbare school|secondary school|Mijn zoon begint op de middelbare school.|My son is starting secondary school.|de|middelbare scholen
universiteit|university|Zij studeert aan de universiteit.|She studies at university.|de|universiteiten
stage|work placement|Ik loop stage in een hotel.|I am doing a work placement in a hotel.|de|stages
huiswerk|homework|Mijn huiswerk is bijna af.|My homework is almost finished.|het|
oefening|exercise|Maak eerst de laatste oefening.|Do the last exercise first.|de|oefeningen
toets|test (school)|Morgen hebben we een toets.|Tomorrow we have a test.|de|toetsen
examen|exam|Ik moet nog één examen doen.|I still have one exam to take.|het|examens
diploma|diploma / qualification|Zij heeft haar diploma gehaald.|She has earned her diploma.|het|diploma's
cijfer|mark / digit|Ik heb een goed cijfer gekregen.|I received a good mark.|het|cijfers
resultaat|result|Het resultaat staat online.|The result is online.|het|resultaten
fout|mistake|Ik verbeter een fout in mijn tekst.|I correct a mistake in my text.|de|fouten
uitleg|explanation|Bedankt voor de duidelijke uitleg.|Thank you for the clear explanation.|de|
@noun|Language and study materials
betekenis|meaning|Wat is de betekenis van dit woord?|What is the meaning of this word?|de|betekenissen
vertaling|translation|De vertaling staat onder de zin.|The translation is below the sentence.|de|vertalingen
uitspraak|pronunciation|Ik oefen de uitspraak van deze woorden.|I practise the pronunciation of these words.|de|uitspraken
spelling|spelling|Controleer de spelling van je naam.|Check the spelling of your name.|de|spellingen
grammatica|grammar|Vandaag oefenen we grammatica.|Today we practise grammar.|de|
letter|letter (alphabet)|Mijn naam begint met deze letter.|My name begins with this letter.|de|letters
alfabet|alphabet|We leren het Nederlandse alfabet.|We are learning the Dutch alphabet.|het|alfabetten
tekst|text|Lees de tekst twee keer.|Read the text twice.|de|teksten
verhaal|story|Mijn opa vertelt een verhaal.|My grandpa tells a story.|het|verhalen
pagina|page|Open je boek op pagina tien.|Open your book at page ten.|de|pagina's
hoofdstuk|chapter|Het volgende hoofdstuk gaat over reizen.|The next chapter is about travel.|het|hoofdstukken
titel|title|Wat is de titel van het boek?|What is the title of the book?|de|titels
voorbeeld|example|Kunt u een voorbeeld geven?|Could you give an example?|het|voorbeelden
regel|rule / line|Deze regel geldt voor iedereen.|This rule applies to everyone.|de|regels
woordenboek|dictionary|Zoek het woord in het woordenboek.|Look up the word in the dictionary.|het|woordenboeken
gum|eraser|Mag ik je gum lenen?|May I borrow your eraser?|de|gummen
liniaal|ruler|Teken een lijn met je liniaal.|Draw a line with your ruler.|de|linialen
map|folder|Bewaar de papieren in deze map.|Keep the papers in this folder.|de|mappen
schaar|scissors|Deze schaar knipt niet goed.|These scissors do not cut well.|de|scharen
lijm|glue|De lijm moet nog drogen.|The glue still needs to dry.|de|
@noun|Public transport
vervoer|transport|Het openbaar vervoer rijdt ook op zondag.|Public transport runs on Sundays too.|het|
reiziger|traveller|De reiziger vraagt om informatie.|The traveller asks for information.|de|reizigers
