@noun|People and family
lepel|spoon|Neem een lepel voor de soep.|Take a spoon for the soup.|de|lepels
pan|pan|De soep zit in de pan.|The soup is in the pan.|de|pannen
fles|bottle|Deze fles is leeg.|This bottle is empty.|de|flessen
brood|bread|Ik koop een brood.|I am buying a loaf of bread.|het|broden
kaas|cheese|Wil je kaas op je brood?|Would you like cheese on your bread?|de|kazen
ei|egg|Ik kook een ei.|I am boiling an egg.|het|eieren
vlees|meat|Ik eet geen vlees.|I do not eat meat.|het|
vis|fish|We eten vandaag vis.|We are eating fish today.|de|vissen
rijst|rice|De rijst is klaar.|The rice is ready.|de|
soep|soup|Deze soep is warm.|This soup is warm.|de|soepen
melk|milk|Drink je melk?|Do you drink milk?|de|
water|water|Ik drink graag water.|I like drinking water.|het|
koffie|coffee|De koffie is heet.|The coffee is hot.|de|
thee|tea|Ik wil thee zonder suiker.|I would like tea without sugar.|de|
sap|juice|Er zit sap in de fles.|There is juice in the bottle.|het|sappen
@noun|Food and shopping
appel|apple|Ik eet een rode appel.|I am eating a red apple.|de|appels
peer|pear|Deze peer is zoet.|This pear is sweet.|de|peren
banaan|banana|Neem een banaan mee.|Take a banana with you.|de|bananen
sinaasappel|orange|Ik koop een sinaasappel.|I am buying an orange.|de|sinaasappels
tomaat|tomato|Snijd de tomaat klein.|Cut the tomato into small pieces.|de|tomaten
aardappel|potato|Deze aardappel is nog hard.|This potato is still hard.|de|aardappelen
ui|onion|Er zit een ui in de soep.|There is an onion in the soup.|de|uien
groente|vegetable|Welke groente lust je?|Which vegetable do you like?|de|groenten
fruit|fruit|We eten elke dag fruit.|We eat fruit every day.|het|
suiker|sugar|Wil je suiker in je thee?|Would you like sugar in your tea?|de|
zout|salt|Er zit te veel zout in.|There is too much salt in it.|het|
boter|butter|De boter staat in de koelkast.|The butter is in the fridge.|de|
ontbijt|breakfast|Het ontbijt staat klaar.|Breakfast is ready.|het|ontbijten
lunch|lunch|We eten samen lunch.|We are having lunch together.|de|lunches
maaltijd|meal|We eten samen een warme maaltijd.|We are having a hot meal together.|de|maaltijden
winkel|shop|De winkel gaat om negen uur open.|The shop opens at nine.|de|winkels
supermarkt|supermarket|Ik loop naar de supermarkt.|I am walking to the supermarket.|de|supermarkten
geld|money|Ik heb geen geld bij me.|I have no money with me.|het|
prijs|price|Wat is de prijs?|What is the price?|de|prijzen
euro|euro|Dit kost één euro.|This costs one euro.|de|euro's
@noun|Time
dag|day|Een dag heeft vierentwintig uur.|A day has twenty-four hours.|de|dagen
week|week|Ik werk vier dagen per week.|I work four days a week.|de|weken
maand|month|Deze maand ben ik jarig.|It is my birthday this month.|de|maanden
jaar|year|Zij is twintig jaar.|She is twenty years old.|het|jaren
uur|hour / o'clock|Het is acht uur.|It is eight o'clock.|het|uren
minuut|minute|Wacht één minuut.|Wait one minute.|de|minuten
tijd|time|Heb je even tijd?|Do you have a moment?|de|tijden
ochtend|morning|In de ochtend drink ik thee.|In the morning I drink tea.|de|ochtenden
middag|afternoon|In de middag ben ik thuis.|In the afternoon I am at home.|de|middagen
avond|evening|We eten in de avond.|We eat in the evening.|de|avonden
nacht|night|Het is een koude nacht.|It is a cold night.|de|nachten
maandag|Monday|Op maandag werk ik thuis.|On Monday I work at home.|de|maandagen
dinsdag|Tuesday|De les is op dinsdag.|The lesson is on Tuesday.|de|dinsdagen
woensdag|Wednesday|Woensdag ga ik zwemmen.|On Wednesday I am going swimming.|de|woensdagen
donderdag|Thursday|Tot donderdag!|See you on Thursday!|de|donderdagen
vrijdag|Friday|Vrijdag ben ik vrij.|I am off on Friday.|de|vrijdagen
zaterdag|Saturday|Op zaterdag doe ik boodschappen.|On Saturday I do the shopping.|de|zaterdagen
zondag|Sunday|Zondag bezoeken we oma.|On Sunday we are visiting Grandma.|de|zondagen
weekend|weekend|Wat doe je dit weekend?|What are you doing this weekend?|het|weekenden
verjaardag|birthday|Vandaag is mijn verjaardag.|Today is my birthday.|de|verjaardagen
@noun|Transport
auto|car|Onze auto is blauw.|Our car is blue.|de|auto's
fiets|bicycle|Mijn fiets staat buiten.|My bicycle is outside.|de|fietsen
bus|bus|De bus komt zo.|The bus will be here soon.|de|bussen
trein|train|We nemen de trein.|We are taking the train.|de|treinen
tram|tram|De tram stopt hier.|The tram stops here.|de|trams
metro|metro|Ik ga met de metro.|I am taking the metro.|de|metro's
vliegtuig|aeroplane|Het vliegtuig is groot.|The aeroplane is big.|het|vliegtuigen
boot|boat|We zitten in een boot.|We are in a boat.|de|boten
station|station|Het station is dichtbij.|The station is nearby.|het|stations
halte|stop (public transport)|Ik wacht bij de halte.|I am waiting at the stop.|de|haltes
kaartje|ticket|Koop eerst een kaartje.|Buy a ticket first.|het|kaartjes
straat|street|Ik woon in deze straat.|I live on this street.|de|straten
weg|road|Deze weg gaat naar zee.|This road leads to the sea.|de|wegen
plein|square|Er staan bomen op het plein.|There are trees in the square.|het|pleinen
brug|bridge|We lopen over de brug.|We are walking across the bridge.|de|bruggen
reis|journey|De reis duurt twee uur.|The journey takes two hours.|de|reizen
vakantie|holiday|Wij gaan morgen op vakantie.|We are going on holiday tomorrow.|de|vakanties
hotel|hotel|Ons hotel ligt aan zee.|Our hotel is by the sea.|het|hotels
paspoort|passport|Hier is mijn paspoort.|Here is my passport.|het|paspoorten
koffer|suitcase|Mijn koffer is zwaar.|My suitcase is heavy.|de|koffers
@noun|Places and nature
stad|city|Deze stad is mooi.|This city is beautiful.|de|steden
dorp|village|Mijn oma woont in een dorp.|My grandma lives in a village.|het|dorpen
land|country|Uit welk land kom je?|Which country are you from?|het|landen
park|park|We wandelen in het park.|We are walking in the park.|het|parken
school|school|De school is naast het park.|The school is next to the park.|de|scholen
restaurant|restaurant|Dit restaurant is goedkoop.|This restaurant is inexpensive.|het|restaurants
café|café / bar|We drinken koffie in het café.|We are having coffee in the café.|het|cafés
bibliotheek|library|Ik leen een boek bij de bibliotheek.|I am borrowing a book from the library.|de|bibliotheken
ziekenhuis|hospital|Hij werkt in het ziekenhuis.|He works in the hospital.|het|ziekenhuizen
apotheek|pharmacy|De apotheek is vandaag open.|The pharmacy is open today.|de|apotheken
markt|market|We kopen fruit op de markt.|We buy fruit at the market.|de|markten
strand|beach|De kinderen spelen op het strand.|The children are playing on the beach.|het|stranden
zee|sea|De zee is koud.|The sea is cold.|de|zeeën
boom|tree|Er staat een boom voor het huis.|There is a tree in front of the house.|de|bomen
bloem|flower|Deze bloem is geel.|This flower is yellow.|de|bloemen
dier|animal|Welk dier vind je leuk?|Which animal do you like?|het|dieren
hond|dog|De hond loopt met me mee.|The dog is walking with me.|de|honden
kat|cat|De kat slaapt op de bank.|The cat is sleeping on the sofa.|de|katten
vogel|bird|Een vogel zit in de boom.|A bird is sitting in the tree.|de|vogels
paard|horse|Het paard eet gras.|The horse is eating grass.|het|paarden
@noun|Work and learning
werk|work|Mijn werk begint om negen uur.|My work starts at nine.|het|
baan|job|Ik zoek een nieuwe baan.|I am looking for a new job.|de|banen
kantoor|office|Het kantoor is op de eerste verdieping.|The office is on the first floor.|het|kantoren
collega|colleague|Mijn collega helpt me.|My colleague is helping me.|de|collega's
leraar|teacher|De leraar legt het uit.|The teacher explains it.|de|leraren
student|student|Zij is student.|She is a student.|de|studenten
les|lesson|De les begint nu.|The lesson starts now.|de|lessen
boek|book|Dit boek is makkelijk.|This book is easy.|het|boeken
schrift|exercise book|Ik schrijf in mijn schrift.|I am writing in my exercise book.|het|schriften
pen|pen|Mag ik je pen lenen?|May I borrow your pen?|de|pennen
potlood|pencil|Ik teken met een potlood.|I draw with a pencil.|het|potloden
papier|paper|Schrijf het op papier.|Write it on paper.|het|papieren
woord|word|Wat betekent dit woord?|What does this word mean?|het|woorden
zin|sentence|Lees deze zin hardop.|Read this sentence aloud.|de|zinnen
taal|language|Welke taal spreek je?|Which language do you speak?|de|talen
vraag|question|Ik heb een vraag.|I have a question.|de|vragen
antwoord|answer|Het antwoord is goed.|The answer is correct.|het|antwoorden
computer|computer|Mijn computer staat aan.|My computer is on.|de|computers
brief|letter|Ik krijg een brief.|I receive a letter.|de|brieven
afspraak|appointment|Ik heb morgen een afspraak.|I have an appointment tomorrow.|de|afspraken
@noun|Clothing and belongings
jas|coat|Trek je jas aan.|Put your coat on.|de|jassen
broek|trousers|Mijn broek is zwart.|My trousers are black.|de|broeken
jurk|dress|Zij draagt een rode jurk.|She is wearing a red dress.|de|jurken
rok|skirt|Deze rok is lang.|This skirt is long.|de|rokken
trui|jumper|Die trui is warm.|That jumper is warm.|de|truien
shirt|shirt|Ik koop een wit shirt.|I am buying a white shirt.|het|shirts
schoen|shoe|Deze schoen is te klein.|This shoe is too small.|de|schoenen
sok|sock|Ik mis één sok.|I am missing one sock.|de|sokken
hoed|hat|Hij draagt een hoed.|He is wearing a hat.|de|hoeden
bril|glasses|Waar ligt mijn bril?|Where are my glasses?|de|brillen
tas|bag|Mijn tas is vol.|My bag is full.|de|tassen
portemonnee|wallet|Mijn geld zit in mijn portemonnee.|My money is in my wallet.|de|portemonnees
horloge|watch|Dit horloge is van mij.|This watch is mine.|het|horloges
ring|ring|Zij draagt een gouden ring.|She is wearing a gold ring.|de|ringen
paraplu|umbrella|Neem een paraplu mee.|Take an umbrella with you.|de|paraplu's
handdoek|towel|Hier is een schone handdoek.|Here is a clean towel.|de|handdoeken
zeep|soap|Was je handen met zeep.|Wash your hands with soap.|de|
foto|photo|Dit is een foto van mijn kat.|This is a photo of my cat.|de|foto's
cadeau|present|Ik heb een cadeau voor je.|I have a present for you.|het|cadeaus
kleur|colour|Welke kleur vind je mooi?|Which colour do you like?|de|kleuren
@noun|Body and weather
hoofd|head|Mijn hoofd doet pijn.|My head hurts.|het|hoofden
oog|eye|Er zit iets in mijn oog.|There is something in my eye.|het|ogen
oor|ear|Mijn rechteroor doet pijn.|My right ear hurts.|het|oren
neus|nose|Mijn neus is koud.|My nose is cold.|de|neuzen
mond|mouth|Doe je mond open.|Open your mouth.|de|monden
tand|tooth|Deze tand doet pijn.|This tooth hurts.|de|tanden
hand|hand|Geef me je hand.|Give me your hand.|de|handen
arm|arm|Mijn arm is moe.|My arm is tired.|de|armen
been|leg|Ik heb pijn in mijn been.|My leg hurts.|het|benen
voet|foot|Mijn voet past niet in deze schoen.|My foot does not fit in this shoe.|de|voeten
buik|belly|Mijn buik doet pijn.|My belly hurts.|de|buiken
rug|back|Mijn rug doet pijn.|My back hurts.|de|ruggen
dokter|doctor|Ik ga naar de dokter.|I am going to the doctor.|de|dokters
pijn|pain|Heb je pijn?|Are you in pain?|de|pijnen
weer|weather|Het weer is vandaag mooi.|The weather is nice today.|het|
zon|sun|De zon schijnt.|The sun is shining.|de|zonnen
regen|rain|Ik loop door de regen.|I am walking through the rain.|de|
wind|wind|Er staat veel wind.|It is very windy.|de|winden
sneeuw|snow|Er ligt sneeuw in de tuin.|There is snow in the garden.|de|
wolk|cloud|Er is geen wolk te zien.|There is not a cloud in sight.|de|wolken
@noun|Calendar and leisure
januari|January|In januari is het koud.|It is cold in January.|de|januari's
februari|February|Mijn cursus begint in februari.|My course starts in February.|de|februari's
maart|March|In maart komen er bloemen.|Flowers appear in March.|de|maarten
april|April|In april gaan we op reis.|We are travelling in April.|de|aprillen
mei|May|In mei bezoek ik mijn zus.|I am visiting my sister in May.|de|meien
juni|June|In juni zijn de dagen lang.|The days are long in June.|de|juni's
juli|July|In juli heb ik vakantie.|I am on holiday in July.|de|juli's
augustus|August|In augustus is de school dicht.|The school is closed in August.|de|augustussen
september|September|In september begint de les.|The class starts in September.|de|septembers
oktober|October|In oktober regent het vaak.|It often rains in October.|de|oktobers
november|November|In november draag ik een jas.|I wear a coat in November.|de|novembers
december|December|In december zijn de dagen kort.|The days are short in December.|de|decembers
muziek|music|Ik luister naar muziek.|I am listening to music.|de|
film|film|Deze film is leuk.|This film is fun.|de|films
sport|sport|Welke sport doe je?|Which sport do you do?|de|sporten
spel|game|Dit spel is makkelijk.|This game is easy.|het|spellen
feest|party|Het feest begint om acht uur.|The party starts at eight.|het|feesten
bal|ball|Gooi de bal naar mij.|Throw the ball to me.|de|ballen
zwembad|swimming pool|Het zwembad is vandaag open.|The swimming pool is open today.|het|zwembaden
hobby|hobby|Koken is mijn hobby.|Cooking is my hobby.|de|hobby's
@verb|Essential actions
zijn|to be|Ik ben thuis.|I am at home.|i|0|z|geweest
hebben|to have|Wij hebben een hond.|We have a dog.|i|0|h|gehad
worden|to become|Het wordt koud.|It is getting cold.|i|0|z|geworden
gaan|to go|We gaan naar huis.|We are going home.|i|0|z|gegaan
komen|to come|Kom je morgen?|Are you coming tomorrow?|i|0|z|gekomen
doen|to do|Wat doe je vandaag?|What are you doing today?|i|0|h|gedaan
maken|to make|Ik maak een foto.|I am taking a photo.|r|0|h|gemaakt
kunnen|can / to be able to|Kun je me helpen?|Can you help me?|i|0|h|gekund
willen|to want|Ik wil naar buiten.|I want to go outside.|i|0|h|gewild
moeten|must / to have to|Ik moet nu werken.|I have to work now.|i|0|h|gemoeten
mogen|may / to be allowed to|Mag ik hier zitten?|May I sit here?|i|0|h|gemogen
weten|to know (a fact)|Weet je het antwoord?|Do you know the answer?|i|0|h|geweten
kennen|to know (be familiar with)|Ik ken die vrouw.|I know that woman.|r|0|h|gekend
zeggen|to say|Wat zeg je?|What are you saying?|i|0|h|gezegd
spreken|to speak|Ik spreek een beetje Nederlands.|I speak a little Dutch.|i|0|h|gesproken
praten|to talk|We praten over school.|We are talking about school.|r|0|h|gepraat
vragen|to ask|Ik vraag de weg.|I am asking for directions.|i|0|h|gevraagd
antwoorden|to answer|Zij antwoordt meteen.|She answers straight away.|r|0|h|geantwoord
luisteren|to listen|Luister naar de leraar.|Listen to the teacher.|r|0|h|geluisterd
horen|to hear|Ik hoor een vogel.|I can hear a bird.|r|0|h|gehoord
kijken|to look / watch|We kijken naar een film.|We are watching a film.|i|0|h|gekeken
zien|to see|Ik zie je fiets.|I can see your bicycle.|i|0|h|gezien
lezen|to read|Zij leest een boek.|She is reading a book.|i|0|h|gelezen
schrijven|to write|Schrijf je naam op.|Write down your name.|i|0|h|geschreven
leren|to learn|Ik leer elke dag Nederlands.|I learn Dutch every day.|r|0|h|geleerd
begrijpen|to understand|Ik begrijp de vraag.|I understand the question.|i|0|h|begrepen
denken|to think|Ik denk aan mijn familie.|I am thinking of my family.|i|0|h|gedacht
vinden|to find / think of|Ik vind dit boek leuk.|I like this book.|i|0|h|gevonden
geven|to give|Geef me het boek.|Give me the book.|i|0|h|gegeven
nemen|to take|Ik neem de bus.|I am taking the bus.|i|0|h|genomen
@verb|Daily routines
eten|to eat|Wij eten om zes uur.|We eat at six.|i|0|h|gegeten
drinken|to drink|Zij drinkt water.|She is drinking water.|i|0|h|gedronken
koken|to cook|Vandaag kook ik rijst.|Today I am cooking rice.|r|0|h|gekookt
bakken|to bake / fry|We bakken een taart.|We are baking a cake.|i|0|h|gebakken
kopen|to buy|Ik koop een brood.|I am buying a loaf of bread.|i|0|h|gekocht
betalen|to pay|Kan ik hier betalen?|Can I pay here?|r|0|h|betaald
kosten|to cost|Hoeveel kost deze tas?|How much does this bag cost?|r|0|h|gekost
zoeken|to look for|Ik zoek mijn bril.|I am looking for my glasses.|i|0|h|gezocht
wonen|to live (reside)|Wij wonen in een flat.|We live in a flat.|r|0|h|gewoond
werken|to work|Zij werkt in een winkel.|She works in a shop.|r|0|h|gewerkt
slapen|to sleep|De kinderen slapen al.|The children are already asleep.|i|0|h|geslapen
opstaan|to get up|Ik sta om zeven uur op.|I get up at seven.|i|1|z|opgestaan
wassen|to wash|Ik was mijn handen.|I am washing my hands.|i|0|h|gewassen
douchen|to shower|Ik douche elke ochtend.|I shower every morning.|r|0|h|gedoucht
aankleden|to get dressed|Ik kleed me aan.|I am getting dressed.|r|1|h|aangekleed
dragen|to wear / carry|Zij draagt een jas.|She is wearing a coat.|i|0|h|gedragen
lopen|to walk|Wij lopen naar school.|We walk to school.|i|0|b|gelopen
fietsen|to cycle|Ik fiets naar mijn werk.|I cycle to work.|r|0|b|gefietst
rijden|to drive / ride|Hij rijdt naar huis.|He is driving home.|i|0|b|gereden
reizen|to travel|Wij reizen met de trein.|We travel by train.|r|0|b|gereisd
vliegen|to fly|Morgen vliegen we naar Spanje.|Tomorrow we are flying to Spain.|i|0|b|gevlogen
zwemmen|to swim|Ik zwem in het zwembad.|I swim in the swimming pool.|i|0|b|gezwommen
wandelen|to go for a walk|We wandelen in het park.|We are walking in the park.|r|0|b|gewandeld
spelen|to play|De kinderen spelen buiten.|The children are playing outside.|r|0|h|gespeeld
zitten|to sit|Ik zit naast het raam.|I am sitting beside the window.|i|0|h|gezeten
staan|to stand|Zij staat bij de deur.|She is standing by the door.|i|0|h|gestaan
liggen|to lie (be positioned)|Het boek ligt op tafel.|The book is lying on the table.|i|0|h|gelegen
blijven|to stay|We blijven vandaag thuis.|We are staying at home today.|i|0|z|gebleven
wachten|to wait|Ik wacht op de bus.|I am waiting for the bus.|r|0|h|gewacht
beginnen|to begin|De les begint nu.|The lesson begins now.|i|0|z|begonnen
@verb|Everyday interaction
stoppen|to stop|De bus stopt bij het station.|The bus stops at the station.|r|0|b|gestopt
openen|to open|Ik open het raam.|I am opening the window.|r|0|h|geopend
sluiten|to close|Sluit de deur, alstublieft.|Please close the door.|i|0|h|gesloten
helpen|to help|Wil je mij helpen?|Will you help me?|i|0|h|geholpen
bellen|to phone|Ik bel mijn moeder.|I am phoning my mother.|r|0|h|gebeld
bezoeken|to visit|We bezoeken onze vrienden.|We are visiting our friends.|i|0|h|bezocht
ontmoeten|to meet|Ik ontmoet mijn collega bij het station.|I am meeting my colleague at the station.|r|0|h|ontmoet
houden|to like / love (with van)|Ik houd van muziek.|I love music.|i|0|h|gehouden
heten|to be called|Hoe heet je?|What is your name?|i|0|h|geheten
voelen|to feel|Ik voel me goed.|I feel good.|r|0|h|gevoeld
lachen|to laugh|De baby lacht.|The baby is laughing.|i|0|h|gelachen
huilen|to cry|Waarom huil je?|Why are you crying?|r|0|h|gehuild
leven|to live (be alive)|Vissen leven in het water.|Fish live in water.|r|0|h|geleefd
gebruiken|to use|Mag ik je telefoon gebruiken?|May I use your phone?|r|0|h|gebruikt
pakken|to grab / take|Pak je tas.|Take your bag.|r|0|h|gepakt
brengen|to bring|Ik breng je naar huis.|I will take you home.|i|0|h|gebracht
halen|to fetch / get|Ik haal brood bij de bakker.|I get bread from the baker.|r|0|h|gehaald
krijgen|to get / receive|Ik krijg een cadeau.|I am receiving a present.|i|0|h|gekregen
sturen|to send|Ik stuur je een bericht.|I will send you a message.|r|0|h|gestuurd
leggen|to put (lying down)|Leg het boek op tafel.|Put the book on the table.|r|0|h|gelegd
zetten|to put (upright)|Zet de fles op tafel.|Put the bottle on the table.|r|0|h|gezet
laten|to let / leave|Laat de deur open.|Leave the door open.|i|0|h|gelaten
proberen|to try|Probeer het nog eens.|Try it again.|r|0|h|geprobeerd
kiezen|to choose|Welke kleur kies je?|Which colour do you choose?|i|0|h|gekozen
vergeten|to forget|Ik ben mijn sleutel vergeten.|I have forgotten my key.|i|0|b|vergeten
vertellen|to tell|Vertel me over je werk.|Tell me about your work.|r|0|h|verteld
oefenen|to practise|We oefenen samen.|We practise together.|r|0|h|geoefend
tekenen|to draw|Het kind tekent een huis.|The child is drawing a house.|r|0|h|getekend
zingen|to sing|Zij zingt een lied.|She is singing a song.|i|0|h|gezongen
dansen|to dance|We dansen op het feest.|We are dancing at the party.|r|0|h|gedanst
@adjective|Basic descriptions
goed|good|Het eten is goed.|The food is good.|goede|beter|best
slecht|bad|Het weer is slecht.|The weather is bad.|slechte|slechter|slechtst
groot|big|Wij hebben een grote tuin.|We have a big garden.|grote|groter|grootst
klein|small|Dat is een klein huis.|That is a small house.|kleine|kleiner|kleinst
lang|long / tall|Mijn broer is lang.|My brother is tall.|lange|langer|langst
kort|short|De film is kort.|The film is short.|korte|korter|kortst
hoog|high|Die boom is hoog.|That tree is tall.|hoge|hoger|hoogst
laag|low|Deze tafel is laag.|This table is low.|lage|lager|laagst
breed|wide|De straat is breed.|The street is wide.|brede|breder|breedst
smal|narrow|Dit is een smalle deur.|This is a narrow door.|smalle|smaller|smalst
nieuw|new|Ik heb een nieuwe fiets.|I have a new bicycle.|nieuwe|nieuwer|nieuwst
oud|old|Dit is een oud huis.|This is an old house.|oude|ouder|oudst
jong|young|De hond is nog jong.|The dog is still young.|jonge|jonger|jongst
mooi|beautiful|Wat een mooie bloem!|What a beautiful flower!|mooie|mooier|mooist
lelijk|ugly|Ik vind die kleur lelijk.|I think that colour is ugly.|lelijke|lelijker|lelijkst
leuk|nice / fun|Het feest is leuk.|The party is fun.|leuke|leuker|leukst
lekker|tasty / pleasant|De soep is lekker.|The soup is tasty.|lekkere|lekkerder|lekkerst
duur|expensive|Dat hotel is duur.|That hotel is expensive.|dure|duurder|duurst
goedkoop|inexpensive|Deze tas is goedkoop.|This bag is inexpensive.|goedkope|goedkoper|goedkoopst
gratis|free of charge|De koffie is gratis.|The coffee is free.|gratis||
warm|warm|Het water is warm.|The water is warm.|warme|warmer|warmst
koud|cold|Mijn handen zijn koud.|My hands are cold.|koude|kouder|koudst
heet|hot|Pas op, de thee is heet.|Careful, the tea is hot.|hete|heter|heetst
koel|cool|De kamer is lekker koel.|The room is pleasantly cool.|koele|koeler|koelst
nat|wet|Mijn jas is nat.|My coat is wet.|natte|natter|natst
droog|dry|De handdoek is droog.|The towel is dry.|droge|droger|droogst
schoon|clean|De keuken is schoon.|The kitchen is clean.|schone|schoner|schoonst
vies|dirty|Je schoenen zijn vies.|Your shoes are dirty.|vieze|viezer|viest
vol|full|De bus is vol.|The bus is full.|volle|voller|volst
leeg|empty|Mijn glas is leeg.|My glass is empty.|lege|leger|leegst
makkelijk|easy|Deze vraag is makkelijk.|This question is easy.|makkelijke|makkelijker|makkelijkst
moeilijk|difficult|Het huiswerk is moeilijk.|The homework is difficult.|moeilijke|moeilijker|moeilijkst
snel|fast|Die trein is snel.|That train is fast.|snelle|sneller|snelst
langzaam|slow|Deze computer is langzaam.|This computer is slow.|langzame|langzamer|langzaamst
vroeg|early|De vroege trein is rustig.|The early train is quiet.|vroege|vroeger|vroegst
laat|late|We nemen de late bus.|We are taking the late bus.|late|later|laatst
licht|light (not heavy)|Deze tas is licht.|This bag is light.|lichte|lichter|lichtst
zwaar|heavy|Mijn koffer is zwaar.|My suitcase is heavy.|zware|zwaarder|zwaarst
hard|hard|Het brood is hard.|The bread is hard.|harde|harder|hardst
zacht|soft|Dit bed is zacht.|This bed is soft.|zachte|zachter|zachtst
blij|happy|Ik ben blij met je cadeau.|I am happy with your present.|blije|blijer|blijst
boos|angry|Waarom ben je boos?|Why are you angry?|boze|bozer|boost
moe|tired|Na het werk ben ik moe.|After work I am tired.|||
ziek|ill|Zij is vandaag ziek.|She is ill today.|zieke|zieker|ziekst
gezond|healthy|Groente is gezond.|Vegetables are healthy.|gezonde|gezonder|gezondst
druk|busy|Het is druk in de winkel.|It is busy in the shop.|drukke|drukker|drukst
rustig|quiet / calm|De straat is rustig.|The street is quiet.|rustige|rustiger|rustigst
aardig|kind / nice|Onze buurman is aardig.|Our neighbour is nice.|aardige|aardiger|aardigst
lief|sweet / kind|Wat een lief kind!|What a sweet child!|lieve|liever|liefst
bang|afraid|Ik ben bang voor die hond.|I am afraid of that dog.|bange|banger|bangst
rood|red|Ik draag een rode jas.|I am wearing a red coat.|rode|roder|roodst
blauw|blue|De lucht is blauw.|The sky is blue.|blauwe|blauwer|blauwst
geel|yellow|Die bloem is geel.|That flower is yellow.|gele|geler|geelst
groen|green|De deur is groen.|The door is green.|groene|groener|groenst
zwart|black|Mijn schoenen zijn zwart.|My shoes are black.|zwarte|zwarter|zwartst
wit|white|Er staat een wit huis.|There is a white house.|witte|witter|witst
grijs|grey|De kat is grijs.|The cat is grey.|grijze|grijzer|grijst
bruin|brown|Ik heb bruine ogen.|I have brown eyes.|bruine|bruiner|bruinst
oranje|orange (colour)|Zij draagt een oranje shirt.|She is wearing an orange shirt.|oranje||
roze|pink|De baby heeft een roze jas.|The baby has a pink coat.|roze||
open|open|Het raam is open.|The window is open.|open||
dicht|closed|De winkel is dicht.|The shop is closed.|||
klaar|ready / finished|Ben je klaar?|Are you ready?|||
vrij|free / off work|Morgen ben ik vrij.|I am off tomorrow.|vrije|vrijer|vrijst
jarig|having a birthday|Ik ben vandaag jarig.|It is my birthday today.|jarige||
vriendelijk|friendly|De leraar is vriendelijk.|The teacher is friendly.|vriendelijke|vriendelijker|vriendelijkst
